"","SURVEY","SUBREGION","HAULJOIN","YEAR","STRATUM","AREA","DEPTH","LON","LAT","TEMP"
"1217","GOA","CGOA",-3129,2007,"21",7302.086,84,202.1082,55.29398,4.3
"1218","GOA","CGOA",-7753,2011,"21",7302.086,94,202.27175,56.0356,4.5
"1219","GOA","CGOA",-14277,2015,"21",7302.086,88,202.76509,55.64349,6.6
"1220","GOA","CGOA",978959,1999,"21",7302.086,81,202.3192,55.20127,4.3
"1221","GOA","CGOA",-14330,2015,"21",7302.086,94,203.04757,56.13747,6.8
"1222","GOA","CGOA",-13285,2005,"21",7302.086,85,202.80099,55.74498,5.4
"1223","GOA","CGOA",978960,1999,"21",7302.086,75,202.2913,55.08915,4
"1224","GOA","CGOA",-12637,2005,"21",7302.086,80,202.1122,55.25026,5.2
"1225","GOA","CGOA",1173390,2003,"22",10792.012,86,204.0563,55.83308,7.2
"1226","GOA","CGOA",-10387,2013,"22",10792.012,47,204.67176,56.35932,8.2
"1227","GOA","CGOA",1173484,2003,"22",10792.012,48,204.7634,55.98821,8.2
"1228","GOA","CGOA",-14615,2015,"22",10792.012,97,205.2795,56.1719,6.8
"1229","GOA","CGOA",-14235,2015,"22",10792.012,44,204.67644,56.37055,8.4
"1230","GOA","CGOA",-3062,2007,"22",10792.012,80,205.1741,57.08231,5.4
"1231","GOA","CGOA",-10385,2013,"22",10792.012,39,204.75093,56.34752,8
"1232","GOA","CGOA",-10386,2013,"22",10792.012,40,204.75032,56.31707,8
"1233","GOA","CGOA",-14613,2015,"22",10792.012,11,205.64332,56.63628,11
"1234","GOA","CGOA",-10589,2013,"22",10792.012,40,205.82324,56.80115,6.2
"1235","GOA","CGOA",-3059,2007,"22",10792.012,57,205.87041,56.86172,4.7
"1236","GOA","CGOA",-14612,2015,"22",10792.012,27,205.55219,56.71086,10.5
"1237","GOA","CGOA",-14614,2015,"22",10792.012,33,205.55415,56.40144,10.1
"1238","GOA","CGOA",991261,1999,"22",10792.012,56,205.8578,56.87347,6
"1239","GOA","CGOA",1173485,2003,"22",10792.012,55,204.7679,55.95996,8.1
"1240","GOA","CGOA",-10381,2013,"22",10792.012,73,204.29323,56.27375,6.3
"1241","GOA","CGOA",1173481,2003,"22",10792.012,53,204.5056,56.21401,8
"1242","GOA","CGOA",991262,1999,"22",10792.012,49,205.7935,56.84103,5.9
"1243","GOA","CGOA",1173479,2003,"22",10792.012,46,204.67191,56.35701,8.2
"1244","GOA","CGOA",881495,1996,"22",10792.012,67,204.138,56.00718,6.9
"1245","GOA","CGOA",-7704,2011,"22",10792.012,37,204.60032,56.1452,6.9
"1246","GOA","CGOA",-10379,2013,"22",10792.012,71,204.23624,56.22397,6.4
"1247","GOA","CGOA",1077862,2001,"22",10792.012,49,204.3925,56.05001,6.7
"1248","GOA","CGOA",-5079,2009,"22",10792.012,89,204.8201,56.75955,4.1
"1249","GOA","CGOA",978894,1999,"22",10792.012,53,205.2231,56.20422,5.9
"1250","GOA","CGOA",-7797,2011,"22",10792.012,43,205.82608,56.80157,7.1
"1251","GOA","CGOA",-15009,2015,"22",10792.012,36,204.47411,55.97656,9.8
"1252","GOA","CGOA",-7800,2011,"22",10792.012,32,205.43867,56.91122,7.3
"1253","GOA","CGOA",-12990,2005,"22",10792.012,59,204.5349,56.35581,6.1
"1254","GOA","CGOA",-10380,2013,"22",10792.012,70,204.31891,56.23338,6.2
"1255","GOA","CGOA",-10594,2013,"22",10792.012,45,204.75862,56.48787,7.5
"1256","GOA","CGOA",-7703,2011,"22",10792.012,54,204.506,56.21517,6.1
"1257","GOA","CGOA",-3169,2007,"22",10792.012,49,204.6187,56.27567,7
"1258","GOA","CGOA",-10596,2013,"22",10792.012,68,204.52673,56.52141,6.7
"1259","GOA","CGOA",1166983,2003,"22",10792.012,72,205.08099,56.88406,8.2
"1260","GOA","CGOA",-12662,2005,"22",10792.012,61,204.3727,56.17695,5.5
"1261","GOA","CGOA",881243,1996,"22",10792.012,79,205.1742,57.20255,6
"1262","GOA","CGOA",-3162,2007,"22",10792.012,72,205.5249,56.81315,5.2
"1263","GOA","CGOA",-3165,2007,"22",10792.012,40,204.7581,56.44481,7
"1264","GOA","CGOA",1167041,2003,"22",10792.012,56,205.1982,57.32664,7.8
"1265","GOA","CGOA",978893,1999,"22",10792.012,62,205.2287,56.1971,5.4
"1266","GOA","CGOA",-3496,2007,"22",10792.012,56,205.7588,56.39286,5.7
"1267","GOA","CGOA",1180777,2003,"22",10792.012,92,205.688,56.33334,6.7
"1268","GOA","CGOA",-3497,2007,"22",10792.012,50,205.82359,56.42653,7.2
"1269","GOA","CGOA",-7795,2011,"22",10792.012,48,205.80977,56.42825,6.4
"1270","GOA","CGOA",1077863,2001,"22",10792.012,56,204.36459,56.13387,6.7
"1271","GOA","CGOA",1078056,2001,"22",10792.012,35,205.9882,56.62104,9.6
"1272","GOA","CGOA",1077864,2001,"22",10792.012,32,204.7608,56.20024,8.8
"1273","GOA","CGOA",-3054,2007,"22",10792.012,31,205.4258,56.94197,6.7
"1274","GOA","CGOA",881787,1996,"22",10792.012,51,204.6684,56.44205,7.9
"1275","GOA","CGOA",1078025,2001,"22",10792.012,62,204.68671,55.89657,7.5
"1276","GOA","CGOA",881458,1996,"22",10792.012,82,205.8857,56.35895,5.9
"1277","GOA","CGOA",1078024,2001,"22",10792.012,65,204.5078,56.49253,7.2
"1278","GOA","CGOA",978887,1999,"22",10792.012,37,205.8542,56.4687,6.4
"1279","GOA","CGOA",881494,1996,"22",10792.012,64,204.2778,55.73438,7.4
"1280","GOA","CGOA",-12999,2005,"22",10792.012,53,204.81641,56.61864,7.3
"1281","GOA","CGOA",-7702,2011,"22",10792.012,71,204.26977,56.27487,6.3
"1282","GOA","CGOA",-5317,2009,"22",10792.012,80,205.10291,57.0173,5.1
"1283","GOA","CGOA",-5318,2009,"22",10792.012,61,205.20309,57.26946,6.3
"1284","GOA","CGOA",-3161,2007,"22",10792.012,58,204.86639,56.65556,7.1
"1285","GOA","CGOA",1180798,2003,"22",10792.012,63,204.505,56.43871,8.2
"1286","GOA","CGOA",-3167,2007,"22",10792.012,42,204.68,56.37053,6.9
"1287","GOA","CGOA",-3055,2007,"22",10792.012,48,205.30479,56.86183,6.6
"1288","GOA","CGOA",-15008,2015,"22",10792.012,56,204.766,55.95675,8.3
"1289","GOA","CGOA",991153,1999,"22",10792.012,55,204.5691,56.46384,6
"1290","GOA","CGOA",991154,1999,"22",10792.012,76,204.8638,56.70355,6.2
"1291","GOA","CGOA",-3168,2007,"22",10792.012,38,204.6908,56.31886,7.2
"1292","GOA","CGOA",-13333,2005,"22",10792.012,26,205.6526,56.88716,10.1
"1293","GOA","CGOA",-14233,2015,"22",10792.012,61,204.53009,56.44344,7
"1294","GOA","CGOA",-14234,2015,"22",10792.012,52,204.62287,56.35653,8.3
"1295","GOA","CGOA",-5164,2009,"22",10792.012,65,204.2731,55.73644,5.4
"1296","GOA","CGOA",1173488,2003,"22",10792.012,53,204.8788,56.07922,7.8
"1297","GOA","CGOA",-7801,2011,"22",10792.012,50,205.2202,56.90968,7.1
"1298","GOA","CGOA",-14292,2015,"22",10792.012,73,204.12612,56.10173,6.3
"1299","GOA","CGOA",-3494,2007,"22",10792.012,95,205.9435,56.33225,5.2
"1300","GOA","CGOA",1167045,2003,"22",10792.012,62,205.6093,56.80206,8.1
"1301","GOA","CGOA",-15010,2015,"22",10792.012,49,204.58367,56.21936,9.2
"1302","GOA","CGOA",-3231,2007,"22",10792.012,54,204.68179,55.9459,6
"1303","GOA","CGOA",991259,1999,"22",10792.012,68,205.5532,56.76315,5.4
"1304","GOA","CGOA",978892,1999,"22",10792.012,92,205.4785,56.2212,5.1
"1305","GOA","CGOA",-5315,2009,"22",10792.012,34,205.33299,56.73992,7.1
"1306","GOA","CGOA",-5313,2009,"22",10792.012,38,205.3692,56.86753,6.4
"1307","GOA","CGOA",-14984,2015,"22",10792.012,70,204.00633,55.97165,7.7
"1308","GOA","CGOA",-12668,2005,"22",10792.012,61,204.61169,55.76255,6.3
"1309","GOA","CGOA",881832,1996,"22",10792.012,60,205.5145,56.33557,7.4
"1310","GOA","CGOA",-13004,2005,"22",10792.012,46,204.6852,56.36619,8.4
"1311","GOA","CGOA",881483,1996,"22",10792.012,66,206.0442,56.93189,5.7
"1312","GOA","CGOA",-7798,2011,"22",10792.012,62,205.81443,56.88405,5.1
"1313","GOA","CGOA",-7803,2011,"22",10792.012,33,205.4602,56.75002,7.6
"1314","GOA","CGOA",881197,1996,"22",10792.012,87,205.6087,56.30444,5.9
"1315","GOA","CGOA",1167032,2003,"22",10792.012,58,205.1962,57.30468,8.4
"1316","GOA","CGOA",1077854,2001,"22",10792.012,87,204.9904,56.02438,6.2
"1317","GOA","CGOA",-10597,2013,"22",10792.012,76,204.53499,56.55763,6.4
"1318","GOA","CGOA",-7807,2011,"22",10792.012,89,204.79742,56.73913,4.6
"1319","GOA","CGOA",1173480,2003,"22",10792.012,70,204.22169,56.21439,6.1
"1320","GOA","CGOA",881235,1996,"22",10792.012,90,204.1132,55.78243,7.6
"1321","GOA","CGOA",881241,1996,"22",10792.012,55,204.7135,55.85664,7.1
"1322","GOA","CGOA",-14361,2015,"22",10792.012,34,205.44024,56.91039,8.5
"1323","GOA","CGOA",1078015,2001,"22",10792.012,60,204.2482,56.12012,5.6
"1324","GOA","CGOA",1078016,2001,"22",10792.012,69,204.2493,56.2078,5.5
"1325","GOA","CGOA",-5180,2009,"22",10792.012,93,204.582,55.72822,4.7
"1326","GOA","CGOA",-13323,2005,"22",10792.012,62,205.5964,56.8101,7.3
"1327","GOA","CGOA",-3163,2007,"22",10792.012,54,205.74471,56.76939,6.5
"1328","GOA","CGOA",-3164,2007,"22",10792.012,73,204.55721,56.54197,5
"1329","GOA","CGOA",-3221,2007,"22",10792.012,84,204.4986,55.71241,5
"1330","GOA","CGOA",-15011,2015,"22",10792.012,37,204.60213,56.14275,9.5
"1331","GOA","CGOA",-3226,2007,"22",10792.012,48,204.5575,56.16782,6.2
"1332","GOA","CGOA",-5184,2009,"22",10792.012,53,204.7617,55.95068,6.9
"1333","GOA","CGOA",978987,1999,"22",10792.012,70,204.3185,56.36833,4.1
"1334","GOA","CGOA",-14236,2015,"22",10792.012,61,204.45624,56.26123,7.8
"1335","GOA","CGOA",1078049,2001,"22",10792.012,84,205.9227,56.35409,6.2
"1336","GOA","CGOA",1078031,2001,"22",10792.012,56,205.0574,56.80328,6.9
"1337","GOA","CGOA",-13017,2005,"22",10792.012,67,205.61079,56.35384,6.1
"1338","GOA","CGOA",-3232,2007,"22",10792.012,91,204.91949,55.94844,5
"1339","GOA","CGOA",881772,1996,"22",10792.012,52,204.3202,56.03461,7.3
"1340","GOA","CGOA",-3495,2007,"22",10792.012,63,205.8427,56.39986,5.3
"1341","GOA","CGOA",978991,1999,"22",10792.012,34,205.1013,56.24981,6.1
"1342","GOA","CGOA",1180778,2003,"22",10792.012,39,205.55721,56.3805,8.8
"1343","GOA","CGOA",-5314,2009,"22",10792.012,43,204.9953,56.70135,6.9
"1344","GOA","CGOA",-7792,2011,"22",10792.012,63,204.51372,56.43833,5.6
"1345","GOA","CGOA",1180770,2003,"22",10792.012,28,205.6403,56.69727,9.3
"1346","GOA","CGOA",-5316,2009,"22",10792.012,52,205.24699,56.92007,6.4
"1347","GOA","CGOA",1173478,2003,"22",10792.012,72,204.106,55.87562,7.4
"1348","GOA","CGOA",1078168,2001,"22",10792.012,57,204.4608,55.72182,7.4
"1349","GOA","CGOA",1173386,2003,"22",10792.012,73,204.3172,56.29163,6.3
"1350","GOA","CGOA",-3052,2007,"22",10792.012,52,205.2475,56.92104,6.5
"1351","GOA","CGOA",-10390,2013,"22",10792.012,45,204.52088,56.13186,7.3
"1352","GOA","CGOA",-12658,2005,"22",10792.012,69,204.13901,56.00767,7.1
"1353","GOA","CGOA",-10593,2013,"22",10792.012,35,205.3705,56.92102,8.2
"1354","GOA","CGOA",1173395,2003,"22",10792.012,99,204.8775,55.90504,6.7
"1355","GOA","CGOA",1077872,2001,"22",10792.012,63,205.6003,56.80911,7.8
"1356","GOA","CGOA",-10391,2013,"22",10792.012,39,204.52349,56.0971,7.3
"1357","GOA","CGOA",1077873,2001,"22",10792.012,24,205.7645,56.71724,8.2
"1358","GOA","CGOA",-10393,2013,"22",10792.012,56,204.43721,55.72024,5.4
"1359","GOA","CGOA",881461,1996,"22",10792.012,87,205.5025,56.26185,5.8
"1360","GOA","CGOA",-12660,2005,"22",10792.012,72,204.39819,56.34496,5.6
"1361","GOA","CGOA",-7705,2011,"22",10792.012,37,204.7551,56.33023,7.9
"1362","GOA","CGOA",-14359,2015,"22",10792.012,50,205.22163,56.91008,8.1
"1363","GOA","CGOA",-3160,2007,"22",10792.012,89,204.8448,56.79001,4.9
"1364","GOA","CGOA",-13001,2005,"22",10792.012,40,204.91701,56.58736,9.1
"1365","GOA","CGOA",-3166,2007,"22",10792.012,50,204.6246,56.3666,6.9
"1366","GOA","CGOA",-15006,2015,"22",10792.012,51,204.6506,55.92158,9.1
"1367","GOA","CGOA",-13321,2005,"22",10792.012,54,204.9832,56.72712,8.3
"1368","GOA","CGOA",-12676,2005,"22",10792.012,86,205.4976,56.26938,6.1
"1369","GOA","CGOA",1166977,2003,"22",10792.012,87,205.9296,56.92316,5
"1370","GOA","CGOA",-13326,2005,"22",10792.012,48,205.7742,56.84413,6.5
"1371","GOA","CGOA",978888,1999,"22",10792.012,35,205.745,56.42334,6.4
"1372","GOA","CGOA",881218,1996,"22",10792.012,86,204.8717,56.79509,5
"1373","GOA","CGOA",-13330,2005,"22",10792.012,59,205.95309,56.87964,5.3
"1374","GOA","CGOA",881823,1996,"22",10792.012,51,205.7452,56.76556,8.6
"1375","GOA","CGOA",1078029,2001,"22",10792.012,80,204.8132,56.72104,5.9
"1376","GOA","CGOA",-3228,2007,"22",10792.012,45,204.54401,56.12799,6.7
"1377","GOA","CGOA",1078050,2001,"22",10792.012,87,205.8571,56.34748,6.2
"1378","GOA","CGOA",1173474,2003,"22",10792.012,87,204.03529,55.86175,7.4
"1379","GOA","CGOA",-3230,2007,"22",10792.012,47,204.657,55.94836,6.2
"1380","GOA","CGOA",985844,1999,"22",10792.012,90,205.0707,56.07751,5.1
"1381","GOA","CGOA",1180779,2003,"22",10792.012,41,205.86591,56.46839,8.9
"1382","GOA","CGOA",-7793,2011,"22",10792.012,53,204.62395,56.36107,7.1
"1383","GOA","CGOA",-5161,2009,"22",10792.012,47,204.571,55.82006,6.4
"1384","GOA","CGOA",-14978,2015,"22",10792.012,39,204.68878,56.3175,10.2
"1385","GOA","CGOA",1173483,2003,"22",10792.012,43,204.4722,56.09045,8
"1386","GOA","CGOA",1173482,2003,"22",10792.012,41,204.5101,56.09809,8
"1387","GOA","CGOA",-10392,2013,"22",10792.012,43,204.25194,55.90058,7.5
"1388","GOA","CGOA",991265,1999,"22",10792.012,68,204.4471,56.45537,5.3
"1389","GOA","CGOA",-5185,2009,"22",10792.012,92,204.8387,55.87833,5
"1390","GOA","CGOA",-3239,2007,"22",10792.012,85,205.4957,56.27067,5
"1391","GOA","CGOA",-10587,2013,"22",10792.012,27,205.54286,56.71314,8.6
"1392","GOA","CGOA",-10389,2013,"22",10792.012,56,204.52689,56.27632,7.2
"1393","GOA","CGOA",881786,1996,"22",10792.012,41,204.6692,56.26527,7.8
"1394","GOA","CGOA",881487,1996,"22",10792.012,87,204.9557,56.88566,5.4
"1395","GOA","CGOA",881492,1996,"22",10792.012,46,204.6542,55.93926,7.3
"1396","GOA","CGOA",-7804,2011,"22",10792.012,35,205.33258,56.74332,7.7
"1397","GOA","CGOA",-10595,2013,"22",10792.012,61,204.48911,56.40014,7.1
"1398","GOA","CGOA",-7805,2011,"22",10792.012,43,204.91005,56.62433,7.6
"1399","GOA","CGOA",-3056,2007,"22",10792.012,71,205.5197,56.84157,5.9
"1400","GOA","CGOA",-13331,2005,"22",10792.012,61,205.92999,56.86591,5.3
"1401","GOA","CGOA",-3227,2007,"22",10792.012,37,204.6049,56.14922,6.7
"1402","GOA","CGOA",985840,1999,"22",10792.012,56,204.7233,55.88717,5.8
"1403","GOA","CGOA",-12666,2005,"22",10792.012,58,204.6774,55.82088,6.7
"1404","GOA","CGOA",-3066,2007,"22",10792.012,80,205.1698,57.20803,5.6
"1405","GOA","CGOA",-13325,2005,"22",10792.012,51,205.7616,56.77331,7.2
"1406","GOA","CGOA",-15005,2015,"22",10792.012,86,204.81486,55.86683,7.1
"1407","GOA","CGOA",-12675,2005,"22",10792.012,61,205.22791,56.19649,6.5
"1408","GOA","CGOA",1166976,2003,"22",10792.012,93,205.793,56.76082,8.6
"1409","GOA","CGOA",881796,1996,"22",10792.012,82,205.1737,57.32801,5.2
"1410","GOA","CGOA",1166980,2003,"22",10792.012,66,205.6434,56.75272,8.4
"1411","GOA","CGOA",1078026,2001,"22",10792.012,38,204.935,56.16953,8
"1412","GOA","CGOA",1180768,2003,"22",10792.012,27,205.5381,56.71298,9.5
"1413","GOA","CGOA",1077869,2001,"22",10792.012,47,205.2791,56.89785,8.7
"1414","GOA","CGOA",881460,1996,"22",10792.012,33,205.5206,56.39734,7.9
"1415","GOA","CGOA",1078027,2001,"22",10792.012,34,205.0036,56.21234,8.3
"1416","GOA","CGOA",1078030,2001,"22",10792.012,78,204.80589,56.70476,6.3
"1417","GOA","CGOA",-13016,2005,"22",10792.012,24,205.578,56.42882,9.9
"1418","GOA","CGOA",-5158,2009,"22",10792.012,65,204.38049,56.29984,4.3
"1419","GOA","CGOA",-7790,2011,"22",10792.012,94,204.44043,56.53817,5.5
"1420","GOA","CGOA",-5311,2009,"22",10792.012,56,205.61951,56.87443,6.7
"1421","GOA","CGOA",-5159,2009,"22",10792.012,59,204.3795,56.17295,4.8
"1422","GOA","CGOA",1078034,2001,"22",10792.012,62,205.3333,57.2033,6
"1423","GOA","CGOA",1180764,2003,"22",10792.012,53,204.6385,56.4896,8.5
"1424","GOA","CGOA",-7791,2011,"22",10792.012,53,204.63687,56.48767,6.9
"1425","GOA","CGOA",-12659,2005,"22",10792.012,71,204.3284,56.28582,5.7
"1426","GOA","CGOA",-5086,2009,"22",10792.012,67,204.45039,56.3411,4.6
"1427","GOA","CGOA",-5156,2009,"22",10792.012,45,205.0314,56.17448,6.8
"1428","GOA","CGOA",-3060,2007,"22",10792.012,57,205.61591,56.8759,5.6
"1429","GOA","CGOA",-7796,2011,"22",10792.012,14,205.63147,56.62172,8.6
"1430","GOA","CGOA",-12991,2005,"22",10792.012,49,204.6091,56.38281,7.7
"1431","GOA","CGOA",-7799,2011,"22",10792.012,55,205.61683,56.87502,7.5
"1432","GOA","CGOA",-10592,2013,"22",10792.012,72,205.50712,56.83563,5.8
"1433","GOA","CGOA",1078156,2001,"22",10792.012,58,204.88741,56.05518,7.3
"1434","GOA","CGOA",1077870,2001,"22",10792.012,31,205.4258,56.93963,9.5
"1435","GOA","CGOA",881485,1996,"22",10792.012,78,204.9772,56.81291,7.1
"1436","GOA","CGOA",881785,1996,"22",10792.012,31,204.7506,56.2089,7.8
"1437","GOA","CGOA",-13329,2005,"22",10792.012,67,205.99049,56.90288,4.8
"1438","GOA","CGOA",-5162,2009,"22",10792.012,45,204.4895,55.75387,6.2
"1439","GOA","CGOA",-14237,2015,"22",10792.012,54,204.50245,56.2121,8
"1440","GOA","CGOA",-5093,2009,"22",10792.012,29,205.6355,56.42083,7.6
"1441","GOA","CGOA",991256,1999,"22",10792.012,72,205.6531,56.74461,5.2
"1442","GOA","CGOA",-13003,2005,"22",10792.012,37,204.7926,56.38305,8.9
"1443","GOA","CGOA",-14291,2015,"22",10792.012,74,204.21537,56.2689,6.2
"1444","GOA","CGOA",-13322,2005,"22",10792.012,33,205.4592,56.75121,8.6
"1445","GOA","CGOA",-7711,2011,"22",10792.012,50,204.28193,56.01775,6.6
"1446","GOA","CGOA",-7710,2011,"22",10792.012,47,204.36402,56.04968,6
"1447","GOA","CGOA",1166975,2003,"22",10792.012,82,205.16991,57.20866,7.4
"1448","GOA","CGOA",-10605,2013,"22",10792.012,67,205.31482,57.21703,7.5
"1449","GOA","CGOA",-5312,2009,"22",10792.012,33,205.4415,56.91036,6.9
"1450","GOA","CGOA",-5087,2009,"22",10792.012,76,204.39751,56.38759,4.5
"1451","GOA","CGOA",1180767,2003,"22",10792.012,34,205.45731,56.75198,8.7
"1452","GOA","CGOA",881217,1996,"22",10792.012,36,205.9291,56.64781,8
"1453","GOA","CGOA",-3225,2007,"22",10792.012,74,204.0834,55.88926,6.2
"1454","GOA","CGOA",-3224,2007,"22",10792.012,57,204.19231,56.01526,5.3
"1455","GOA","CGOA",-13334,2005,"22",10792.012,64,205.33051,57.2086,9.3
"1456","GOA","CGOA",-3223,2007,"22",10792.012,65,204.16299,56.06944,4.8
"1457","GOA","CGOA",-5310,2009,"22",10792.012,71,205.53081,56.81271,5.7
"1458","GOA","CGOA",1180766,2003,"22",10792.012,42,204.9158,56.63048,8.6
"1459","GOA","CGOA",985843,1999,"22",10792.012,53,204.8701,56.0634,6
"1460","GOA","CGOA",991258,1999,"22",10792.012,67,205.6251,56.76274,5.3
"1461","GOA","CGOA",-5309,2009,"22",10792.012,46,205.6714,56.82867,7
"1462","GOA","CGOA",-7806,2011,"22",10792.012,37,204.79185,56.38628,7.8
"1463","GOA","CGOA",-5160,2009,"22",10792.012,46,204.2785,55.97772,6.3
"1464","GOA","CGOA",1173373,2003,"22",10792.012,81,205.0484,56.07773,6.9
"1465","GOA","CGOA",-5308,2009,"22",10792.012,26,205.7585,56.71777,6.5
"1466","GOA","CGOA",-13014,2005,"22",10792.012,28,205.4886,56.40801,9
"1467","GOA","CGOA",-10398,2013,"22",10792.012,46,205.06819,56.18402,6.6
"1468","GOA","CGOA",1180769,2003,"22",10792.012,13,205.6297,56.62057,10.1
"1469","GOA","CGOA",-3053,2007,"22",10792.012,38,205.36659,56.91164,7
"1470","GOA","CGOA",-12993,2005,"22",10792.012,78,204.6095,56.58431,5.6
"1471","GOA","CGOA",-10590,2013,"22",10792.012,43,205.7124,56.80235,7.2
"1472","GOA","CGOA",-10591,2013,"22",10792.012,77,205.61915,56.74564,5.9
"1473","GOA","CGOA",1077867,2001,"22",10792.012,46,204.91071,56.62695,9.8
"1474","GOA","CGOA",985831,1999,"22",10792.012,73,204.0862,55.88765,5.5
"1475","GOA","CGOA",-8309,2011,"22",10792.012,57,204.8874,56.05438,6.2
"1476","GOA","CGOA",881783,1996,"22",10792.012,60,204.7841,55.92597,6.8
"1477","GOA","CGOA",881219,1996,"22",10792.012,45,204.9973,56.70541,8.2
"1478","GOA","CGOA",-5082,2009,"22",10792.012,49,204.7271,56.52642,6.7
"1479","GOA","CGOA",-7719,2011,"22",10792.012,65,204.2513,55.7432,6.6
"1480","GOA","CGOA",-5155,2009,"22",10792.012,61,205.2599,56.20806,5.6
"1481","GOA","CGOA",-7707,2011,"22",10792.012,38,204.92988,56.16425,7.1
"1482","GOA","CGOA",881827,1996,"22",10792.012,79,204.8346,56.72754,5.7
"1483","GOA","CGOA",1166979,2003,"22",10792.012,67,206.01511,56.91765,6.7
"1484","GOA","CGOA",1166978,2003,"22",10792.012,23,206.19141,57.14259,8.1
"1485","GOA","CGOA",-13319,2005,"22",10792.012,54,204.9836,56.73621,7.9
"1486","GOA","CGOA",-14362,2015,"22",10792.012,71,205.51054,56.83482,7.2
"1487","GOA","CGOA",-3067,2007,"22",10792.012,58,205.20309,57.277,6.5
"1488","GOA","CGOA",-3238,2007,"22",10792.012,94,205.4613,56.21148,4.7
"1489","GOA","CGOA",-10400,2013,"22",10792.012,74,204.04974,56.00627,6.9
"1490","GOA","CGOA",1173374,2003,"22",10792.012,93,205.0872,56.0856,6.9
"1491","GOA","CGOA",-5083,2009,"22",10792.012,49,204.70621,56.49062,6.8
"1492","GOA","CGOA",-13328,2005,"22",10792.012,86,205.92821,56.92273,4
"1493","GOA","CGOA",-13327,2005,"22",10792.012,56,205.8551,56.87147,6.1
"1494","GOA","CGOA",-13015,2005,"22",10792.012,23,205.4877,56.42756,10.7
"1495","GOA","CGOA",985841,1999,"22",10792.012,58,204.7635,55.91788,5.8
"1496","GOA","CGOA",-10388,2013,"22",10792.012,53,204.60634,56.31649,7.5
"1497","GOA","CGOA",-3229,2007,"22",10792.012,46,204.4763,56.11541,6.1
"1498","GOA","CGOA",881221,1996,"22",10792.012,55,204.9966,56.73866,7.8
"1499","GOA","CGOA",-12667,2005,"22",10792.012,78,204.66811,55.77406,6.2
"1500","GOA","CGOA",-5084,2009,"22",10792.012,46,204.66721,56.35346,6.9
"1501","GOA","CGOA",1180765,2003,"22",10792.012,35,204.7916,56.3867,8.7
"1502","GOA","CGOA",-13000,2005,"22",10792.012,58,204.7381,56.58827,6.9
"1503","GOA","CGOA",1077865,2001,"22",10792.012,37,204.6357,56.14101,8.5
"1504","GOA","CGOA",-10585,2013,"22",10792.012,34,205.30513,56.77989,7.7
"1505","GOA","CGOA",-5081,2009,"22",10792.012,62,204.8429,56.65806,6.1
"1506","GOA","CGOA",1077851,2001,"22",10792.012,91,205.46851,56.24165,6.4
"1507","GOA","CGOA",881825,1996,"22",10792.012,45,205.8002,56.83628,7.5
"1508","GOA","CGOA",-7802,2011,"22",10792.012,67,205.09825,56.96037,6.9
"1509","GOA","CGOA",-7709,2011,"22",10792.012,45,204.47302,56.09205,6.8
"1510","GOA","CGOA",1077866,2001,"22",10792.012,46,204.6918,56.36633,9.3
"1511","GOA","CGOA",-7708,2011,"22",10792.012,38,204.82628,56.13297,7.1
"1512","GOA","CGOA",-5092,2009,"22",10792.012,73,205.61951,56.33831,5.1
"1513","GOA","CGOA",985842,1999,"22",10792.012,56,204.8647,56.04945,5.9
"1514","GOA","CGOA",881828,1996,"22",10792.012,78,204.9914,56.83241,6.6
"1515","GOA","CGOA",-5154,2009,"22",10792.012,87,205.49899,56.26933,5
"1516","GOA","CGOA",-3065,2007,"22",10792.012,60,205.2838,57.25407,6.6
"1517","GOA","CGOA",1078014,2001,"22",10792.012,72,204.10789,56.07327,5.6
"1518","GOA","CGOA",881486,1996,"22",10792.012,57,204.9847,56.73692,7.9
"1519","GOA","CGOA",-12665,2005,"22",10792.012,49,204.6541,55.91936,8.2
"1520","GOA","CGOA",-7718,2011,"22",10792.012,99,204.14482,55.73742,5.8
"1521","GOA","CGOA",-5085,2009,"22",10792.012,64,204.4745,56.31936,4.6
"1522","GOA","CGOA",-5153,2009,"22",10792.012,96,205.4635,56.21203,4.9
"1523","GOA","CGOA",881824,1996,"22",10792.012,84,205.912,56.91101,3.2
"1524","GOA","CGOA",-14616,2015,"22",10792.012,96,204.7699,55.82425,6.5
"1525","GOA","CGOA",-5157,2009,"22",10792.012,39,204.6904,56.27769,6.8
"1526","GOA","CGOA",985845,1999,"22",10792.012,74,205.0878,56.10828,5.9
"1527","GOA","CGOA",-10586,2013,"22",10792.012,70,205.5276,56.81301,5.7
"1528","GOA","CGOA",-8310,2011,"22",10792.012,95,204.88207,55.90872,5.8
"1529","GOA","CGOA",-8312,2011,"22",10792.012,87,204.70665,55.78798,5.7
"1530","GOA","CGOA",978989,1999,"22",10792.012,37,204.7517,56.33458,6.2
"1531","GOA","CGOA",1077850,2001,"22",10792.012,64,205.6288,56.34621,7
"1532","GOA","CGOA",-14360,2015,"22",10792.012,36,205.36692,56.92209,8.5
"1533","GOA","CGOA",881784,1996,"22",10792.012,61,204.3437,56.20236,7
"1534","GOA","CGOA",-8311,2011,"22",10792.012,85,204.80192,55.85662,5.6
"1535","GOA","CGOA",-7706,2011,"22",10792.012,45,205.03682,56.17905,6.6
"1536","GOA","CGOA",-5080,2009,"22",10792.012,51,204.83141,56.61091,6.8
